naptan_id,station_name,modes,zone,lat,lon
9400ZZLUOSY,Osterley,tube,4,51.481274,-0.352224
9400ZZLUOVL,Oval,tube,2,51.48185,-0.112439
9400ZZLUOXC,Oxford Circus,tube,1,51.515224,-0.141903
9400ZZLUPAH,Paddington (H&C Line)-Underground,tube,1,51.518187,-0.178306
9400ZZLUPCO,Pimlico,tube,1,51.489097,-0.133761
9400ZZLUPKR,Park Royal,tube,3,51.527123,-0.284341
9400ZZLUPLW,Plaistow,tube,3,51.531341,0.017451
9400ZZLUPNR,Pinner,tube,5,51.592901,-0.381161
9400ZZLUPRD,Preston Road,tube,4,51.571972,-0.295107
9400ZZLUPVL,Perivale,tube,4,51.536717,-0.323446
9400ZZLUPYB,Putney Bridge,tube,2,51.468262,-0.208731
9400ZZLUQBY,Queensbury,tube,4,51.594188,-0.286219
9400ZZLUQPS,Queen's Park,tube,2,51.534158,-0.204574
9400ZZLUQWY,Queensway,tube,1,51.510312,-0.187152
9400ZZLURBG,Redbridge,tube,4,51.576243,0.04536
9400ZZLURGP,Regent's Park,tube,1,51.523344,-0.146444
9400ZZLURMD,Richmond,tube,4,51.463237,-0.301336
9400ZZLURSG,Ruislip Gardens,tube,5,51.560736,-0.41071
9400ZZLURSM,Ruislip Manor,tube,6,51.573202,-0.412973
9400ZZLURSP,Ruislip,tube,6,51.571354,-0.421898
9400ZZLURSQ,Russell Square,tube,1,51.523073,-0.124285
9400ZZLURVP,Ravenscourt Park,tube,2,51.494122,-0.235881
9400ZZLURYL,Rayners Lane,tube,5,51.575147,-0.371127
9400ZZLUSBC,Shepherd's Bush (Central),tube,2,51.504376,-0.218813
9400ZZLUSBC2,Shepherd's Bush (Central Line),tube,2,51.504363,-0.217964
9400ZZLUSEA,South Ealing,tube,3,51.501003,-0.307424
9400ZZLUSFB,Stamford Brook,tube,2,51.494917,-0.245704
9400ZZLUSFS,Southfields,tube,3,51.445073,-0.206602
9400ZZLUSGN,Stepney Green,tube,2,51.521858,-0.046596
9400ZZLUSGP,Stonebridge Park,tube,3,51.543959,-0.275892
9400ZZLUSGT,Southgate,tube,4,51.632315,-0.127816
9400ZZLUSHH,South Harrow,tube,5,51.564888,-0.352492
9400ZZLUSJP,St. James's Park,tube,1,51.499544,-0.133608
9400ZZLUSJW,St. John's Wood,tube,2,51.534521,-0.173948
9400ZZLUSKS,South Kensington,tube,1,51.494094,-0.174138
9400ZZLUSKT,South Kenton,tube,4,51.570232,-0.308433
9400ZZLUSKT2,South Kenton Station,"overground, tube",4,51.570367,-0.308486
9400ZZLUSKW,Stockwell,tube,2,51.472184,-0.122644
9400ZZLUSNB,Snaresbrook,tube,4,51.580678,0.02144
9400ZZLUSPU,St. Paul's,tube,1,51.514936,-0.097567
9400ZZLUSRP,South Ruislip,tube,5,51.556853,-0.398915
9400ZZLUSRP2,South Ruislip Station,tube,5,51.556958,-0.399373
9400ZZLUSSQ,Sloane Square,tube,1,51.49227,-0.156377
9400ZZLUSTD,Stratford,tube,2,51.541806,-0.003458
9400ZZLUSTM,Stanmore,tube,5,51.619839,-0.303266
9400ZZLUSUT,Sudbury Town,tube,4,51.550815,-0.315745
9400ZZLUSVS,Seven Sisters,tube,3,51.58333,-0.072584
9400ZZLUSWC,Swiss Cottage,tube,2,51.543681,-0.174894
9400ZZLUSWF,South Woodford,tube,4,51.591907,0.027338
9400ZZLUSWK,Southwark,tube,1,51.503976,-0.10494
9400ZZLUSWN,South Wimbledon,tube,3,51.415309,-0.192005
9400ZZLUTAW,Totteridge & Whetstone,tube,4,51.630597,-0.17921
9400ZZLUTBC,Tooting Bec,tube,3,51.435678,-0.159736
9400ZZLUTBY,Tooting Broadway,tube,3,51.42763,-0.168374
9400ZZLUTCR,Tottenham Court Road,"elizabeth-line, tube",1,51.516426,-0.13041
9400ZZLUTFP,Tufnell Park,tube,2,51.556822,-0.138433
9400ZZLUTHB,Theydon Bois,tube,6,51.671759,0.103085
9400ZZLUTMH,Tottenham Hale,tube,3,51.588108,-0.060241
9400ZZLUTMP,Temple,tube,1,51.511006,-0.11426
9400ZZLUTNG,Turnham Green,tube,2,51.495148,-0.254555
9400ZZLUTPN,Turnpike Lane,tube,3,51.590272,-0.102953
9400ZZLUUPB,Upminster Bridge,tube,6,51.55856,0.235809
9400ZZLUUPK,Upton Park,tube,3,51.53534,0.035263
9400ZZLUUPM,Upminster,tube,6,51.559063,0.250882
9400ZZLUUPY,Upney,tube,4,51.538372,0.10153
9400ZZLUUXB,Uxbridge,tube,6,51.546565,-0.477949
9400ZZLUVIC,Victoria,tube,1,51.496359,-0.143102
9400ZZLUWBN,West Brompton,tube,2,51.487268,-0.195599
9400ZZLUWCY,White City,tube,2,51.511959,-0.224297
9400ZZLUWFN,West Finchley,tube,4,51.609426,-0.188362
9400ZZLUWHM,West Ham,tube,2,51.528136,0.005055
9400ZZLUWHP,West Hampstead,tube,2,51.546638,-0.191059
9400ZZLUWHW,West Harrow,tube,5,51.57971,-0.3534
9400ZZLUWIG,Willesden Green,tube,2,51.549146,-0.221537
9400ZZLUWIM,Wimbledon,tube,3,51.421207,-0.206573
9400ZZLUWJN,Willesden Junction,tube,2,51.532259,-0.244283
9400ZZLUWKA,Warwick Avenue,tube,2,51.523263,-0.183783
9400ZZLUWKN,West Kensington,tube,2,51.490459,-0.206636
9400ZZLUWLO,Waterloo,tube,1,51.503299,-0.11478
9400ZZLUWLO7,Waterloo Station,tube,1,51.50286,-0.113819
9400ZZLUWOF,Woodford,tube,4,51.606899,0.03397
9400ZZLUWOG,Wood Green,tube,3,51.597479,-0.109886
9400ZZLUWOP,Woodside Park,tube,4,51.618014,-0.18542
9400ZZLUWPL,Whitechapel,"elizabeth-line, tube",2,51.519518,-0.059971
9400ZZLUWRP,West Ruislip,tube,6,51.569688,-0.437886
9400ZZLUWRR,Warren Street,tube,1,51.524951,-0.138321
9400ZZLUWSD,Wanstead,tube,4,51.575501,0.028527
9400ZZLUWSM,Westminster,tube,1,51.50132,-0.124861
9400ZZLUWSP,Westbourne Park,tube,2,51.52111,-0.201065
9400ZZLUWTA,West Acton,tube,3,51.518001,-0.28098
9400ZZLUWWL,Walthamstow Central,tube,3,51.582965,-0.019885
9400ZZLUWYC,Wembley Central,tube,4,51.552304,-0.296852
9400ZZLUWYP,Wembley Park,tube,4,51.563198,-0.279262
9400ZZNEUGST,Nine Elms,tube,6,51.479912,-0.128476
2100BUSHEY0,Bushey Rail Station,"national-rail, overground",0,51.645628,-0.3856
2100CHESHNT0,Cheshunt Rail Station,"national-rail, overground",8,51.702949,-0.024101
2100CRPNDPK0,Carpenders Park Rail Station,overground,7,51.628564,-0.385874
2100THBLDSG0,Theobalds Grove Rail Station,"national-rail, overground",7,51.692273,-0.034709
2100WATFDHS0,Watford High Street Rail Station,overground,8,51.652671,-0.391667
2100WATFDJ0,Watford Junction Rail Station,"national-rail, overground",0,51.663767,-0.396913
4900ACTNCTL1,Acton Central Station,overground,3,51.50862,-0.26351
4900ANERLEY1,Anerley Station,"national-rail, overground",4,51.41221,-0.06544
4900BARKING1,Barking Station,"national-rail, overground",4,51.53944,0.08143
4900BHILLPK1,Bush Hill Park Station,"bus, overground",5,51.64162,-0.069
4900BKRVS1,Barking Riverside Station,overground,4,51.51935,0.11663
4900BLCHSRD1,Blackhorse Rd Stn   / Blackhorse Lane,overground,3,51.58699,-0.04058
4900BRBY1,Brondesbury Station,overground,2,51.54525,-0.20193
4900BRBYPK1,Brondesbury Park Station,overground,2,51.54093,-0.2099
4900BROCKLY1,Brockley Station,"national-rail, overground",2,51.46446,-0.03752
4900BRUCGRV1,Bruce Grove Station,"national-rail, overground",3,51.59411,-0.06983
4900BTHNLGR1,Bethnal Green Rail Station,"national-rail, overground",2,51.52389,-0.05948
4900CAMHTH1,Cambridge Heath Station,"national-rail, overground",2,51.53238,-0.05723
4900CHINGFD1,Chingford Station,overground,5,51.63349,0.0101
4900CLAPTON1,Clapton Station,"national-rail, overground",2,51.56145,-0.05721
4900CLDNNRB1,Caledonian Road & Barnsbury Station,overground,2,51.54317,-0.11563
4900CLPHHS1,Clapham High Street,overground,2,51.46508,-0.13199
4900CLPHMJC1,Clapham Junction Station,"national-rail, overground",2,51.4636,-0.17001
4900CMDNRD1,Camden Road Station,overground,2,51.54169,-0.1386
4900CNDAW1,Canada Water Station,overground,2,51.49806,-0.0499
4900CNNB1,Canonbury Station,"bus, overground",2,51.54872,-0.09195
4900CROUCHH1,Crouch Hill Station,overground,3,51.57116,-0.11714
4900CRYSTLP1,Crystal Palace Station,overground,3,51.41803,-0.07307
4900CSEAH1,Imperial Wharf Stn  / Chelsea Harbour,overground,2,51.47481,-0.18274
4900DALS1,Dalston Junction Station,"bus, overground",2,51.54618,-0.07526
4900DALSKLD1,Dalston Kingsland Station,overground,2,51.54822,-0.0757
4900DENMRKH1,Denmark Hill Station,"national-rail, overground",2,51.46817,-0.08985
4900EDMNGRN1,Edmonton Green Station,"national-rail, overground",4,51.62492,-0.06087
4900EMRSPKH1,Emerson Park Station,overground,6,51.56904,0.2197
4900ENFLDTN1,Enfield Town Station,overground,5,51.65213,-0.07963
4900EUSTON0,Euston Station,"national-rail, overground",1,51.52761,-0.1336
4900FNCHLYR1,Finchley Road & Frognal Station,overground,2,51.5502,-0.1828
4900FORESTH1,Forest Hill Station,"national-rail, overground",3,51.43938,-0.05435
4900GOSPLOK1,Gospel Oak Station,overground,2,51.55511,-0.151
4900HACKNYC1,Hackney Central Station,overground,2,51.54728,-0.05542
4900HACKNYW1,Hackney Wick Station,overground,2,51.54317,-0.02542
4900HAGGERS1,Haggerston Station,overground,2,51.53847,-0.07559
4900HAKNYNM1,Hackney Downs Station,"national-rail, overground",2,51.54894,-0.06132
4900HARLSDN1,Harlesden Station,overground,3,51.53613,-0.25721
4900HEDSTNL1,Headstone Lane Station,overground,5,51.60231,-0.35652
4900HGHI,Highbury & Islington Station,overground,2,51.54622,-0.1035
4900HGHMSPK1,Highams Park Station,overground,4,51.60835,-0.00021
4900HMPSTDH1,Hampstead Heath Station,overground,2,51.55541,-0.16573
4900HOMRTON1,Homerton Station,overground,2,51.54697,-0.04235
4900HONROPK1,Honor Oak Park Station,"national-rail, overground",3,51.44993,-0.04587
4900HOXTON1,Hoxton Station,overground,1,51.53103,-0.07589
4900HRGYGL1,Harringay Green Lanes Station,overground,3,51.57702,-0.0988
4900HROW1,Harrow & Wealdstone Station,overground,5,51.59245,-0.3343
4900HTCHEND1,Hatch End Station,overground,6,51.6093,-0.36885
4900KENOLYM1,Kensington Olympia,overground,2,51.49776,-0.2105
4900KENOLYM2,Kensington Olympia Station,overground,2,51.4982,-0.2095
4900KENR1,Kensal Rise Station,overground,2,51.53437,-0.21995
4900KENSLG1,Kensal Green Station,overground,2,51.53017,-0.2248
4900KEWGRDN1,Kew Gardens Station,overground,3,51.47712,-0.28563
4900KLBRNHR1,Kilburn High Rd Stn  / Cambridge Avenue,overground,2,51.53739,-0.19262
4900KNTSHTW1,Kentish Town West Station,overground,2,51.54643,-0.14652
4900KTON1,Kenton Station,overground,4,51.58202,-0.31707
4900LEYTNMR1,Leyton Midland Road Station,overground,3,51.56982,-0.0079
4900LONFLDS1,London Fields Station,"national-rail, overground",2,51.54103,-0.05779
4900LYTNSHR1,Leytonstone High Road Station,overground,3,51.56333,0.00857
4900NEWXGTE1,New Cross Gate Station,"national-rail, overground",2,51.47509,-0.04041
4900NORWDJ1,Norwood Junction Station,"national-rail, overground",4,51.39725,-0.07416
4900NWCRELL1,New Cross Station,overground,2,51.47651,-0.03219
4900NWEMBLY1,North Wembley Station,overground,4,51.56283,-0.30399
4900PCKHMQD1,Queen's Road Peckham Station,overground,2,51.47382,-0.05739
4900PCKHMRY1,Peckham Rye Station,"national-rail, overground",2,51.47011,-0.0694
4900PENEW1,Penge West Station,"national-rail, overground",4,51.41767,-0.06112
4900QPRK,Queen's Park Station,overground,2,51.53407,-0.20449
4900RCTRYRD1,Rectory Road Station,"national-rail, overground",2,51.55857,-0.06857
4900RICHMND1,Richmond Station,overground,4,51.46326,-0.302
4900ROMFORD1,Romford Station,"elizabeth-line, national-rail, overground",6,51.57491,0.18314
4900RTHERHI1,Rotherhithe Station,overground,2,51.50075,-0.05209
4900SACTON1,South Acton Station,overground,3,51.49923,-0.27035
4900SBURY1,Southbury Station,"national-rail, overground",5,51.64887,-0.05263
4900SEVNSIS,Seven Sisters Station,"national-rail, overground",3,51.58201,-0.07531
4900SHADWEL1,Shadwell Rail Station,overground,2,51.51141,-0.05671
4900SHMPSTD1,South Hampstead Station,overground,2,51.54147,-0.17937
4900SHPDSB1,Shepherd's Bush Rail Station,"national-rail, overground",2,51.50514,-0.21801
4900SHRDHST1,Shoreditch High Street Station,overground,1,51.52348,-0.07543
4900SIVRST1,Silver Street Station,"national-rail, overground",4,51.61474,-0.06719
4900STFD1,Stratford Station,"elizabeth-line, national-rail, overground",2,51.54163,-0.00244
4900STJMSST1,St James's Street Station,overground,3,51.58106,-0.03316
4900STKNWNG1,Stoke Newington Station,"national-rail, overground",2,51.56532,-0.07311
4900STMFDHL1,Stamford Hill Station,"national-rail, overground",3,51.57444,-0.07673
4900STNBGPK1,Stonebridge Park Station,overground,3,51.54357,-0.27523
4900STOTNHM1,South Tottenham Station,overground,3,51.58044,-0.07272
4900SURREYQ1,Surrey Quays Station,overground,2,51.49354,-0.04795
4900SYDENHM1,Sydenham Station,"national-rail, overground",3,51.42751,-0.05471
4900TURKYST1,Turkey Street Station,"national-rail, overground",6,51.6726,-0.04707
4900UPMNSTR1,Upminster Station,overground,6,51.5591,0.25049
4900UPRHLWY1,Upper Holloway Station,overground,2,51.56393,-0.1297
4900WAPPING1,Wapping Station,overground,2,51.50438,-0.05599
4900WBRMPTN,West Brompton Station,"national-rail, overground",2,51.48738,-0.19564
4900WCHAPEL1,Whitechapel Station,"elizabeth-line, overground",2,51.5192,-0.05961
4900WCROYDN1,West Croydon Station,"national-rail, overground",5,51.37809,-0.10277
4900WDGRNPK1,Woodgrange Park Station,overground,3,51.5494,0.044
4900WDST1,Wood Street Station,overground,4,51.58645,-0.00261
4900WHHRTLA1,White Hart Lane Station,"national-rail, overground",3,51.60533,-0.071
4900WHMDSTD0,West Hampstead Overground Station,overground,2,51.54747,-0.19116
4900WLSDJHL1,Willesden Junction Station,overground,2,51.53222,-0.24524
4900WLTHQRD1,Walthamstow Queens Road Station,overground,3,51.58148,-0.02411
4900WLTWCEN1,Walthamstow Central Station,overground,3,51.58317,-0.02001
4900WMBY1,Wembley Central Station,overground,4,51.55239,-0.29682
4900WNDSWRD1,Pensbury Street,overground,2,51.47043,-0.13841
4900WNSTDPK1,Wanstead Park Station,overground,3,51.55191,0.02523
9100CLPHMJ1,Clapham Junction Rail Station,"national-rail, overground",0,51.464187,-0.170221
9100CSEAH0,Imperial Wharf Station,"national-rail, overground",2,51.475658,-0.183299
9100HTCHEND0,Hatch End,overground,6,51.609737,-0.368344
9100KENOLYM0,Kensington (Olympia) Station,"national-rail, overground",2,51.49788,-0.210293
9100KLBRNHR1,Kilburn High Road Station,overground,2,51.537688,-0.191457
9100PCKHMQD0,Queens Road Peckham Station,"national-rail, overground",2,51.473801,-0.057361
9100QPRK1,Queen's Park Station (London),overground,2,51.53397,-0.205259
9100STJMSST0,St James Street Station,overground,3,51.581229,-0.032186
9100WNDSWRD1,Wandsworth Road Station,overground,2,51.469826,-0.138276
910GACTNCTL,Acton Central Rail Station,overground,3,51.508716,-0.262971
910GANERLEY,Anerley Rail Station,"national-rail, overground",4,51.412153,-0.065886
910GBARKING,Barking Rail Station,"national-rail, overground",4,51.539495,0.080903
910GBARKRIV,Barking Riverside,overground,4,51.51953,0.11596
910GBHILLPK,Bush Hill Park Rail Station,"bus, overground",5,51.641519,-0.069221
910GBLCHSRD,Blackhorse Road Rail Station,overground,3,51.586605,-0.041236
910GBRBY,Brondesbury Rail Station,overground,2,51.545166,-0.202309
910GBRBYPK,Brondesbury Park Rail Station,overground,2,51.540699,-0.210128
910GBROCKLY,Brockley Rail Station,"national-rail, overground",2,51.464649,-0.037537
910GBRUCGRV,Bruce Grove Rail Station,"national-rail, overground",3,51.593959,-0.069867
910GCAMHTH,Cambridge Heath (London) Rail Station,"national-rail, overground",2,51.531973,-0.057279
910GCHINGFD,Chingford Rail Station,overground,5,51.633087,0.009897
910GCLAPTON,Clapton Rail Station,"national-rail, overground",2,51.561644,-0.057025
910GCLDNNRB,Caledonian Road & Barnsbury Rail Station,overground,2,51.543041,-0.116729
910GCLPHHS,Clapham High Street Rail Station,overground,2,51.465481,-0.132522
910GCMDNRD,Camden Road Rail Station,overground,2,51.541791,-0.138701
910GCNDAW,Canada Water Rail Station,overground,2,51.49799,-0.04972
910GCNNB,Canonbury Rail Station,"bus, overground",2,51.548732,-0.092191
910GCROUCHH,Crouch Hill Rail Station,overground,3,51.571302,-0.117149
910GCRYSTLP,Crystal Palace Rail Station,"national-rail, overground",3,51.418109,-0.07261
910GCSEAH,Imperial Wharf Rail Station,"national-rail, overground",2,51.474949,-0.182823
910GDALS,Dalston Junction Rail Station,"bus, overground",2,51.546116,-0.075137
910GDALSKLD,Dalston Kingsland Rail Station,overground,2,51.548148,-0.075701
910GDENMRKH,Denmark Hill Rail Station,"national-rail, overground",2,51.468203,-0.089361
910GEDMNGRN,Edmonton Green Rail Station,"national-rail, overground",4,51.624929,-0.061112
910GEMRSPKH,Emerson Park Rail Station,overground,6,51.568642,0.220113
910GENFLDTN,Enfield Town Rail Station,overground,5,51.652026,-0.079328
910GEUSTON,London Euston Rail Station,"national-rail, overground",1,51.528136,-0.133924
910GFNCHLYR,Finchley Road & Frognal Rail Station,overground,2,51.550266,-0.183141
910GFORESTH,Forest Hill Rail Station,"national-rail, overground",3,51.43928,-0.053157
910GGNRSBRY,Gunnersbury Rail Station,overground,3,51.491678,-0.275286
910GGOSPLOK,Gospel Oak Rail Station,overground,2,51.555335,-0.15077
910GHACKNYC,Hackney Central Rail Station,overground,2,51.547105,-0.056058
910GHACKNYW,Hackney Wick Rail Station,overground,2,51.54341,-0.02492
910GHAGGERS,Haggerston Rail Station,overground,2,51.538705,-0.075666
910GHAKNYNM,Hackney Downs Rail Station,"national-rail, overground",2,51.548757,-0.060819
910GHARLSDN,Harlesden Rail Station,overground,3,51.536289,-0.257667
910GHEDSTNL,Headstone Lane Rail Station,overground,5,51.602649,-0.35722
910GHGHI,Highbury & Islington Rail Station,"national-rail, overground",2,51.546177,-0.103764
910GHGHMSPK,Highams Park Rail Station,overground,4,51.60835,-0.000222
910GHMPSTDH,Hampstead Heath Rail Station,overground,2,51.55521,-0.165705
910GHOMRTON,Homerton Rail Station,overground,2,51.547012,-0.04236
910GHONROPK,Honor Oak Park Rail Station,"national-rail, overground",3,51.449989,-0.045505
910GHOXTON,Hoxton Rail Station,overground,1,51.531512,-0.075681
910GHRGYGL,Harringay Green Lanes Rail Station,overground,3,51.577182,-0.098144
910GHROW,Harrow & Wealdstone Rail Station,"national-rail, overground",5,51.592169,-0.334571
910GHTCHEND,Hatch End Rail Station,overground,6,51.609417,-0.368601
910GKENOLYM,Kensington (Olympia) Rail Station,"national-rail, overground",2,51.497899,-0.210364
910GKENR,Kensal Rise Rail Station,overground,2,51.534554,-0.219957
910GKENSLG,Kensal Green Rail Station,overground,2,51.53054,-0.225088
910GKEWGRDN,Kew Gardens Rail Station,overground,3,51.477073,-0.285054
910GKLBRNHR,Kilburn High Road Rail Station,overground,2,51.537277,-0.192237
910GKNTSHTW,Kentish Town West Rail Station,overground,2,51.546548,-0.146655
910GKTON,Kenton Rail Station,overground,4,51.581802,-0.316981
910GLEYTNMR,Leyton Midland Road Rail Station,overground,3,51.569725,-0.008051
910GLIVST,London Liverpool Street Rail Station,"elizabeth-line, national-rail, overground",1,51.517991,-0.081426
910GLONFLDS,London Fields Rail Station,"national-rail, overground",2,51.541153,-0.057753
910GLYTNSHR,Leytonstone High Road Rail Station,overground,3,51.563554,0.008416
910GNEWXGTE,New Cross Gate Rail Station,"national-rail, overground",2,51.475128,-0.040399
910GNORWDJ,Norwood Junction Rail Station,"national-rail, overground",4,51.397019,-0.075221
910GNWCRELL,New Cross ELL Rail Station,"national-rail, overground",2,51.476344,-0.032441
910GNWEMBLY,North Wembley Rail Station,overground,4,51.562596,-0.303984
910GPCKHMQD,Queens Road Peckham Rail Station,"national-rail, overground",2,51.473566,-0.057313
910GPCKHMRY,Peckham Rye Rail Station,"national-rail, overground",2,51.470034,-0.069414
910GPENEW,Penge West Rail Station,"national-rail, overground",4,51.417555,-0.06084
910GQPRK,Queens Park (London) Rail Station,overground,2,51.533966,-0.204985
910GRCTRYRD,Rectory Road Rail Station,"national-rail, overground",2,51.558502,-0.068267
910GRICHMND,Richmond (London) Rail Station,"national-rail, overground",4,51.463061,-0.301558
910GROMFORD,Romford Rail Station,"elizabeth-line, national-rail, overground",6,51.574829,0.183237
910GRTHERHI,Rotherhithe Rail Station,overground,2,51.500817,-0.052048
910GSACTON,South Acton Rail Station,overground,3,51.499695,-0.270157
910GSBURY,Southbury Rail Station,"national-rail, overground",5,51.648705,-0.052437
910GSEVNSIS,Seven Sisters Rail Station,"national-rail, overground",3,51.582268,-0.07527
910GSHMPSTD,South Hampstead Rail Station,overground,2,51.541432,-0.178878
910GSHPDSB,Shepherds Bush Rail Station,"national-rail, overground",2,51.505285,-0.217654
910GSHRDHST,Shoreditch High Street Rail Station,overground,1,51.523375,-0.075246
910GSIVRST,Silver Street Rail Station,"national-rail, overground",4,51.614688,-0.06724
910GSKENTON,South Kenton Rail Station,overground,4,51.570214,-0.308462
910GSTFD,Stratford (London) Rail Station,"elizabeth-line, national-rail, overground",2,51.541895,-0.003397
910GSTJMSST,St James Street (London) Rail Station,overground,3,51.580981,-0.032918
910GSTKNWNG,Stoke Newington Rail Station,"national-rail, overground",2,51.565233,-0.072887
910GSTMFDHL,Stamford Hill Rail Station,"national-rail, overground",3,51.574467,-0.076682
910GSTNBGPK,Stonebridge Park Rail Station,overground,3,51.544111,-0.275828
910GSTOTNHM,South Tottenham Rail Station,overground,3,51.580372,-0.072103
910GSURREYQ,Surrey Quays Rail Station,overground,2,51.493196,-0.047519
910GSYDENHM,Sydenham Rail Station,"national-rail, overground",3,51.427248,-0.054244
910GTURKYST,Turkey Street Rail Station,"national-rail, overground",6,51.672628,-0.047217
910GUPMNSTR,Upminster Rail Station,"national-rail, overground",6,51.559018,0.25088
910GUPRHLWY,Upper Holloway Rail Station,overground,2,51.563631,-0.129513
910GWAPPING,Wapping Rail Station,overground,2,51.504388,-0.055931
910GWBRMPTN,West Brompton Rail Station,"national-rail, overground",2,51.487061,-0.195593
910GWCHAPEL,Whitechapel Rail Station,overground,2,51.519469,-0.059757
910GWCROYDN,West Croydon Rail Station,"national-rail, overground",5,51.378428,-0.102585
910GWDGRNPK,Woodgrange Park Rail Station,overground,3,51.549264,0.044423
910GWDST,Wood Street Rail Station,overground,4,51.58658,-0.002405
910GWHHRTLA,White Hart Lane Rail Station,"national-rail, overground",3,51.605037,-0.070914
910GWHMDSTD,West Hampstead Rail Station,overground,2,51.547468,-0.191185
910GWLSDJHL,Willesden Junction Rail Station,overground,2,51.532497,-0.244548
910GWLTHQRD,Walthamstow Queens Road Rail Station,overground,3,51.581503,-0.023846
910GWLTWCEN,Walthamstow Central Rail Station,overground,3,51.582919,-0.019815
910GWMBY,Wembley Central Rail Station,"national-rail, overground",4,51.552325,-0.296433
910GWNDSWRD,Wandsworth Road Rail Station,overground,2,51.470216,-0.13852
910GWNSTDPK,Wanstead Park Rail Station,overground,3,51.551693,0.026213
4900ZZDLABR0,Abbey Road DLR Station,dlr,2,51.53209,0.00383
4900ZZDLALL1,All Saints,dlr,2,51.51113,-0.01291
4900ZZDLBA2,Blackwall Station,dlr,2,51.50812,-0.00656
4900ZZDLBEC1,Beckton Station,dlr,3,51.51432,0.06064
4900ZZDLBOW1,Bow Church Station,dlr,2,51.52781,-0.02094
4900ZZDLBPK1,Beckton Park Station,dlr,3,51.50927,0.05485
4900ZZDLCAN1,Canary Wharf DLR Station,dlr,2,51.50542,-0.02073
4900ZZDLCGT2,Canning Town Bus Station,dlr,2,51.51458,0.00814
4900ZZDLCLA1,Crossharbour Station,dlr,2,51.49603,-0.0142
4900ZZDLCUS1,Custom House Station,"dlr, elizabeth-line",3,51.50994,0.02691
4900ZZDLCUT1,Greenwich Town Ctr / Cutty Sark Stn,dlr,2,51.48151,-0.0108
4900ZZDLCYP1,Cyprus Station,dlr,3,51.50882,0.06357
4900ZZDLDEP1,Deptford Bridge,dlr,2,51.47445,-0.02246
4900ZZDLDEV1,Devons Road Station,dlr,2,51.52268,-0.01748
4900ZZDLEIN1,East India Station,"bus, dlr",2,51.50944,-0.00263
4900ZZDLELV1,Elverson Road,dlr,2,51.46895,-0.01668
4900ZZDLGAL1,Gallions Reach Station,dlr,3,51.50875,0.07196
4900ZZDLGRE1,Greenwich Station,dlr,2,51.47792,-0.01322
4900ZZDLHEQ1,Heron Quays,dlr,2,51.50317,-0.02134
4900ZZDLISL2,Island Gardens Station,dlr,2,51.48782,-0.01001
4900ZZDLKGV1,King George V.,dlr,3,51.50194,0.06177
4900ZZDLLCA1,London City Airport,dlr,3,51.50329,0.0498
4900ZZDLLEW1,Lewisham Station,dlr,2,51.46459,-0.01281
4900ZZDLMUD1,Mudchute Station,dlr,2,51.49118,-0.01469
4900ZZDLPOP1,Poplar,dlr,2,51.508,-0.01773
4900ZZDLPRE1,Prince Regent,dlr,3,51.50957,0.0342
4900ZZDLPUD1,Pudding Mill Lane,dlr,2,51.53401,-0.0131
4900ZZDLRAL1,Royal Albert Dlr Station,dlr,3,51.50809,0.04572
4900ZZDLRVC1,Royal Victoria Station,dlr,3,51.50946,0.01852
4900ZZDLSHA3,Shadwell Station,dlr,2,51.51146,-0.05642
4900ZZDLSHS0,Stratford High Street,dlr,2,51.53843,-0.00091
4900ZZDLSIT0,Stratford International DLR,dlr,2,51.5456,-0.00841
4900ZZDLSOQ1,South Quay,dlr,2,51.50013,-0.01658
4900ZZDLSTL0,Star Lane Station,"bus, dlr",2,51.52085,0.00376
4900ZZDLTWG1,Tower Gateway Station,dlr,1,51.5103,-0.07482
4900ZZDLWFE1,Westferry Station,dlr,2,51.50942,-0.02661
4900ZZDLWIQ1,West India Quay,dlr,2,51.50744,-0.02051
4900ZZDLWLA1,Woolwich Arsenal DLR,dlr,4,51.49079,0.06854
4900ZZDLWSV1,West Silvertown Station,dlr,3,51.50285,0.02275
9400ZZDLALL,All Saints DLR Station,dlr,2,51.511,-0.013135
9400ZZDLBEC,Beckton DLR Station,dlr,3,51.514362,0.061453
9400ZZDLBLA,Blackwall DLR Station,dlr,2,51.507991,-0.006969
9400ZZDLBNK,Bank DLR Station,dlr,1,51.513233,-0.088515
9400ZZDLBOW,Bow Church DLR Station,dlr,2,51.527858,-0.020936
9400ZZDLBPK,Beckton Park DLR Station,dlr,3,51.508793,0.054932
9400ZZDLCGT,Canning Town DLR Station,dlr,2,51.514127,0.008101
9400ZZDLCLA,Crossharbour DLR Station,dlr,2,51.495728,-0.014606
9400ZZDLCUS,Custom House (for ExCel) DLR Station,dlr,3,51.509716,0.026699
9400ZZDLCUT,Cutty Sark (for Maritime Greenwich) DLR Station,dlr,2,51.481671,-0.01081
9400ZZDLCUT2,Cutty Sark for Maritime Greenwich,dlr,2,51.481777,-0.01069
9400ZZDLCYP,Cyprus DLR Station,dlr,3,51.508473,0.063925
9400ZZDLDEP,Deptford Bridge DLR Station,dlr,2,51.474215,-0.022438
9400ZZDLDEV,Devons Road DLR Station,dlr,2,51.522667,-0.017615
9400ZZDLEIN,East India DLR Station,"bus, dlr",2,51.509359,-0.002326
